Location Name,District,Governorate,Latitude,Longitude,Population,Economic,Social,Number of Families,Date,Origin
Al Mahasna village ,Abu Ghraib,Baghdad,33.22059945,43.92457242,0.557,0.167,34.5,309,3-Aug-16,Baghdad
Yassen Al Mutlk village,Abu Ghraib,Baghdad,33.2582,43.8566,0.552,0.186,16.4,97,3-Aug-16,Baghdad
Al Hamadan village,Abu Ghraib,Baghdad,33.21709952,43.94687925,0.552,0.489,27.3,88,3-Aug-16,Baghdad
Al Shanadka village ,Abu Ghraib,Baghdad,33.2182782,43.95373708,0.55,0.241,34.5,103,3-Aug-16,Baghdad
Al shaneter village,Abu Ghraib,Baghdad,33.20774835,43.97178776,0.547,0.218,26.4,66,3-Aug-16,Baghdad
Sabea Al Buor-11000,Kadhimia,Baghdad,33.45235562,44.16719609,0.538,0.146,22.2,193,3-Aug-16,Baghdad
Sabea Al Buor-14000,Kadhimia,Baghdad,33.47085981,44.16586956,0.533,0,13.6,360,3-Aug-16,Baghdad
Sabea Al Buor-3000,Kadhimia,Baghdad,33.4911,44.2017,0.532,0,21.6,80,3-Aug-16,Baghdad
Sabea Al Buor-4000,Kadhimia,Baghdad,33.46104775,44.14377835,0.531,0.451,29.3,20,3-Aug-16,Baghdad
Sabea Al Buor-5000,Kadhimia,Baghdad,33.470881,44.147109,0.525,0.045,24,75,3-Aug-16,Baghdad
Sabea Al Buor-7000,Kadhimia,Baghdad,33.45078626,44.15044676,0.524,0.16,18.1,170,3-Aug-16,Baghdad
Sabea Al Buor-8000,Kadhimia,Baghdad,33.45655665,44.15717156,0.519,0,37.8,270,3-Aug-16,Baghdad
Sabea Al Buor-9000,Kadhimia,Baghdad,33.45533445,44.15663702,0.518,0,23.5,172,3-Aug-16,Baghdad
Sabea Al Buor-13000,Kadhimia,Baghdad,33.46836214,44.16940381,0.511,0.203,26.4,108,3-Aug-16,Baghdad
Sabea Al Buor-12000,Kadhimia,Baghdad,33.45890293,44.1707841,0.508,0.218,26.4,198,3-Aug-16,Baghdad
Kilo 31,Mahmoudiya,Baghdad,32.94431201,44.35577996,0.508,0,29.6,22,3-Aug-16,Baghdad
Shaka-1,Mahmoudiya,Baghdad,33.0201,44.3811,0.508,0.146,22.2,43,3-Aug-16,Baghdad
Shaka-3,Mahmoudiya,Baghdad,33.0151,44.3808,0.493,0.105,13.3,78,3-Aug-16,Baghdad
Killo-32,Mahmoudiya,Baghdad,32.9472,44.3869,0.492,0,29.1,36,3-Aug-16,Baghdad
shaka-4,Mahmoudiya,Baghdad,32.9756,44.4164,0.49,0.301,34.3,43,3-Aug-16,Baghdad
shaka-5,Mahmoudiya,Baghdad,32.9876,44.3968,0.483,0.146,22.2,28,3-Aug-16,Baghdad
Faheel Am Al Jaeer village ,Mahmoudiya,Baghdad,32.9908,44.176,0.483,0.192,25.7,280,3-Aug-16,Baghdad
Arab jasam village ,Mahmoudiya,Baghdad,33.04547159,44.20015211,0.478,0,23.5,200,3-Aug-16,Baghdad
Arab Aefan village ,Mahmoudiya,Baghdad,33.03038203,44.21025448,0.477,0.068,29.9,33,3-Aug-16,Baghdad
Arab Abu Lahiya village,Mahmoudiya,Baghdad,33.03846533,44.20281117,0.477,0.271,34.3,70,3-Aug-16,Baghdad
Hay Al Dobat(Al kragolyia),Mahmoudiya,Baghdad,33.050911,44.233891,0.474,0.203,26.4,32,3-Aug-16,Baghdad
Al Bu solta(Al kragolyia),Mahmoudiya,Baghdad,33.04239633,44.18807512,0.47,0.216,29.2,25,3-Aug-16,Baghdad
Shbesha Village ,Mahmoudiya,Baghdad,33.02912152,44.21262887,0.468,0.339,23.6,98,3-Aug-16,Baghdad
Al Bu Hasson(Al kragolyia),Mahmoudiya,Baghdad,33.03975376,44.19142456,0.462,0.184,29.3,49,3-Aug-16,Baghdad
Hay Al Shuhada(Al kragolyia),Mahmoudiya,Baghdad,33.06423,44.23317,0.461,0,29.6,900,3-Aug-16,Baghdad
Al bu Khdear village ,Mahmoudiya,Baghdad,33.03592274,44.18029759,0.448,0,23.5,42,3-Aug-16,Baghdad
Abu Lahya(Al kragolyia),Mahmoudiya,Baghdad,33.0453218,44.19544575,0.442,0.134,25.5,20,3-Aug-16,Baghdad
Al Mujammaa Al Sakani,Al-Daur,Salah al-Din,34.40730847,43.79371673,0.441,0,10.5,3,3-Aug-16,Baghdad
Hay Abu Dalaf,Al-Daur,Salah al-Din,34.45569217,43.79793786,0.435,0.203,26.4,3,3-Aug-16,Baghdad
Hay Al Aboor,Al-Daur,Salah al-Din,34.46474689,43.79123451,0.435,0.047,32,4,3-Aug-16,Baghdad
Hay Al Askri,Al-Daur,Salah al-Din,34.46264848,43.7951005,0.422,0,29.9,1,3-Aug-16,Baghdad
Hay Al Mahad,Al-Daur,Salah al-Din,34.45656032,43.80564753,0.422,0.233,37.8,5,3-Aug-16,Baghdad
Hay Al Qadisiah,Al-Daur,Salah al-Din,34.47331315,43.79128573,0.413,0,13.6,12,3-Aug-16,Baghdad
Albu Tuama Village,Baiji,Salah al-Din,34.8201873,43.5295816,0.396,0.058,12,2,3-Aug-16,Baghdad
Al Hamra village,Baiji,Salah al-Din,34.75922381,43.601933,0.393,0,24,3,3-Aug-16,Baghdad
Al Hejaj Village-13,Baiji,Salah al-Din,34.84794823,43.51412586,0.392,0.107,34.3,5,3-Aug-16,Baghdad
Albu Jewari,Balad,Salah al-Din,34.05807534,44.21782195,0.387,0,29.1,123,3-Aug-16,Baghdad
Al-Duloeyah-Hay Al Jubor,Balad,Salah al-Din,34.03252308,44.23102544,0.381,0,41.9,386,3-Aug-16,Baghdad
Al-Duloeyah-Hay khazraj,Balad,Salah al-Din,34.04660942,44.21995147,0.371,0.053,18.1,221,3-Aug-16,Baghdad
Beshakan village,Balad,Salah al-Din,34.02670949,44.28184378,0.37,0,22.6,266,3-Aug-16,Baghdad
Al-Juboor Village,Balad,Salah al-Din,34.0233559,44.212505,0.369,0,9.7,200,3-Aug-16,Baghdad
Yathrib sub distrct ,Balad,Salah al-Din,34.028012,44.242782,0.367,0,29.1,80,3-Aug-16,Baghdad
Bezna Village,Al-Fares,Salah al-Din,33.90924349,44.18353061,0.364,0,29.1,334,3-Aug-16,Baghdad
Albo Fadaus Village,Al-Fares,Salah al-Din,33.889832,44.355067,0.355,0.088,22.6,110,3-Aug-16,Baghdad
Mahala mkeasheefa,Samarra,Salah al-Din,34.366498,43.746792,0.35,0.218,26.4,215,3-Aug-16,Baghdad
Al Ahad Al Jadid village,Tikrit,Salah al-Din,34.72004017,43.69731076,0.347,0,10.5,33,3-Aug-16,Baghdad
Hay Al Askari,Tikrit,Salah al-Din,34.6864536,43.7163503,0.342,0.119,34.3,14,3-Aug-16,Baghdad
Al khuzamiya Village,Tikrit,Salah al-Din,34.770133,43.642804,0.338,0,10.5,5,3-Aug-16,Baghdad
Hay Al Asry Al Jadid-404,Tikrit,Salah al-Din,34.60299367,43.67718863,0.33,0,29.1,3,3-Aug-16,Baghdad
Mahalla Al muwadafeen,Tikrit,Salah al-Din,34.68825,43.7121611,0.323,0,9.7,250,3-Aug-16,Baghdad
Sadayrat Abo Ajeel,Tikrit,Salah al-Din,34.60252484,43.72255932,0.322,0.208,25.7,4,3-Aug-16,Baghdad
Qadisya 2 500 Area,Tikrit,Salah al-Din,34.65833909,43.65228759,0.308,0,13.6,100,3-Aug-16,Baghdad
Al-Mutaradah 204,Tikrit,Salah al-Din,34.62745128,43.66986475,0.301,0,10.6,28,3-Aug-16,Baghdad
Hammad Shihab,Tikrit,Salah al-Din,34.700996,43.61655,0.292,0,13.3,44,3-Aug-16,Baghdad
Al-Alam-mahallat awayjelya 27,Tikrit,Salah al-Din,35.557912,43.271648,0.288,0,9.7,150,3-Aug-16,Baghdad
Al Zallayah village,Tikrit,Salah al-Din,34.45798508,43.72672328,0.285,0,29.6,3,3-Aug-16,Baghdad
Hay Al Anwaa Mahala 420,Tikrit,Salah al-Din,34.573702,43.6828547,0.275,0.058,12,37,3-Aug-16,Baghdad
Al Baladiyat-402,Tikrit,Salah al-Din,34.61173746,43.67375893,0.269,0.29,23.6,5,3-Aug-16,Baghdad
Hay Aljamiyaa,Tikrit,Salah al-Din,34.595911,43.67360203,0.263,0,10.6,36,3-Aug-16,Baghdad
Hay Al Jamiya-Mahalla 416,Tikrit,Salah al-Din,34.589026,43.675297,0.263,0,10.5,16,3-Aug-16,Baghdad
Hay Al Mualimeen-406,Tikrit,Salah al-Din,34.60051117,43.67569827,0.254,0.048,23.6,18,3-Aug-16,Baghdad
Hay AL Suqour,Tikrit,Salah al-Din,34.70311367,43.6120917,0.25,0.233,37.8,36,3-Aug-16,Baghdad
Hay Al Zuhour-422,Tikrit,Salah al-Din,34.5875201,43.6731814,0.247,0.345,27.3,23,3-Aug-16,Baghdad
Hay Salma Altaghlubia,Tikrit,Salah al-Din,34.61217676,43.68086113,0.242,0.151,12.1,23,3-Aug-16,Baghdad
Qadisya 1 Mahala 214,Tikrit,Salah al-Din,34.62769975,43.66993265,0.242,0.053,18.1,44,3-Aug-16,Baghdad
Qadisya 2 Mahala 216,Tikrit,Salah al-Din,34.6490752,43.65431644,0.226,0,12,151,3-Aug-16,Baghdad
Uwainat,Tikrit,Salah al-Din,34.47276123,43.73420029,0.216,0,10.6,13,3-Aug-16,Baghdad
Hay Aldiuom,Tikrit,Salah al-Din,34.60058227,43.65346668,0.205,0,9.7,25,3-Aug-16,Baghdad
Hay Alziraa,Tikrit,Salah al-Din,34.5849295,43.6825414,0.194,0,30,33,3-Aug-16,Baghdad
Hay 100 dar,Tikrit,Salah al-Din,34.58267792,43.68829058,0.19,0.203,26.4,154,3-Aug-16,Baghdad
Hay Alqalaa,Tikrit,Salah al-Din,34.60444415,43.68508597,0.188,0.282,12.1,8,3-Aug-16,Baghdad
Hay Alfirdous,Tikrit,Salah al-Din,34.58980145,43.66485212,0.187,0,18.1,10,3-Aug-16,Baghdad
Hay Al-Tajneed,Tikrit,Salah al-Din,34.58197342,43.67832992,0.176,0.073,25.5,7,3-Aug-16,Baghdad
Brawchili village,Tooz,Salah al-Din,34.79641,44.584962,0.175,0.048,23.6,21,3-Aug-16,Baghdad
Chardaghli village,Tooz,Salah al-Din,34.818984,44.557499,0.174,0.282,12.1,15,3-Aug-16,Baghdad
Hay Al-Ahrar-Al-Makrama,Tooz,Salah al-Din,34.730262,44.5893,0.161,0,10.6,5,3-Aug-16,Baghdad
Hay Al-Askareen,Tooz,Salah al-Din,34.722593,44.583937,0.154,0,29.3,5,3-Aug-16,Baghdad
Qara Naz village,Tooz,Salah al-Din,34.785884,44.570116,0.138,0,12,7,3-Aug-16,Baghdad
Al Hejaj Village-13,Baiji,Salah al-Din,34.84794823,43.51412586,0.129,0,13.3,5,3-Aug-16,Basrah
Al Zallayah village,Tikrit,Salah al-Din,34.45798508,43.72672328,0.126,0.145,28.2,5,3-Aug-16,Basrah
Al Majara Village,Al-Khalis,Diyala,34.33253042,44.55899827,0.112,0,30,113,3-Aug-16,Dahuk
Al-Alfaf complex,Mosul,Ninewa,36.4865252,43.4297129,0.097,0,12,10,3-Aug-16,Dahuk
Al Baraka complex,Mosul,Ninewa,36.47234221,43.4356786,0.084,0,10.6,17,3-Aug-16,Dahuk
Maghara,Mosul,Ninewa,36.49313705,43.42402137,0.065,0.282,12.1,13,3-Aug-16,Dahuk
Merki,Mosul,Ninewa,36.47873242,43.44007574,0.062,0.146,28.2,30,3-Aug-16,Dahuk
Hay Al Naser,Sinjar,Ninewa,36.32094162,41.85086254,0.045,0.186,16.4,70,3-Aug-16,Dahuk
Khana sor,Sinjar,Ninewa,36.46575215,41.62761039,0.038,0,29.6,400,3-Aug-16,Dahuk
Sinuni center,Sinjar,Ninewa,36.46622276,41.71169194,0.03,0,12,689,3-Aug-16,Dahuk
Dokri,Sinjar,Ninewa,36.46100151,41.73854204,0.021,0,16.4,160,3-Aug-16,Dahuk
Dohola ,Sinjar,Ninewa,36.49092078,41.80661594,0.138,0,12,195,3-Aug-16,Dahuk
Borek,Sinjar,Ninewa,36.48709623,41.86973803,0.129,0,13.3,764,3-Aug-16,Dahuk
Guhbal and shorka,Sinjar,Ninewa,36.51429451,41.96182108,0.126,0.145,28.2,244,3-Aug-16,Dahuk
Zorava and zirwa,Sinjar,Ninewa,36.47124224,42.01619548,0.112,0,30,198,3-Aug-16,Dahuk
Karsi ,Sinjar,Ninewa,36.3769938,41.68756913,0.097,0,12,110,3-Aug-16,Dahuk
Kolka,Sinjar,Ninewa,36.36955837,41.72378561,0.084,0,10.6,140,3-Aug-16,Dahuk
Semi-Hester,Sinjar,Ninewa,36.37249457,41.71784837,0.065,0.282,12.1,40,3-Aug-16,Dahuk
Quwasi,Sinjar,Ninewa,36.44084627,41.76676879,0.461,0,29.6,18,3-Aug-16,Dahuk
Barah,Sinjar,Ninewa,36.3712,41.4907,0.448,0,23.5,6,3-Aug-16,Dahuk
Wary Bahdo,Sinjar,Ninewa,36.37524492,41.78499204,0.442,0.134,25.5,1,3-Aug-16,Dahuk
Sardashty,Sinjar,Ninewa,36.37415038,41.74937756,0.468,0.339,23.6,11,3-Aug-16,Dahuk
Osiva,Sinjar,Ninewa,36.41714676,41.88377315,0.462,0.184,29.3,55,3-Aug-16,Dahuk
Melik,Sinjar,Ninewa,36.37790325,41.69855417,0.16,23.6,10,23,3-Aug-16,Dahuk
Bayevok,Sinjar,Ninewa,36.43561952,41.90097813,0.096,18.1,25,36,3-Aug-16,Dahuk
Balif,Sinjar,Ninewa,36.42475277,41.69848277,0.119,34.3,60,51,3-Aug-16,Dahuk
Adika,Sinjar,Ninewa,36.44268049,41.75859475,0.194,34.3,39,146,3-Aug-16,Dahuk
Nakhsye,Sinjar,Ninewa,36.41685967,41.89385485,0,12.1,50,44,3-Aug-16,Dahuk
Cheyl mira,Sinjar,Ninewa,36.39499954,41.85676903,0.102,24,10,3,3-Aug-16,Dahuk
Sharaf Alddin,Sinjar,Ninewa,36.42995067,41.86808188,0.301,34.3,64,147,3-Aug-16,Dahuk
Shyebl Qasim,Sinjar,Ninewa,36.3798321,41.71556809,0.301,34.3,32,18,3-Aug-16,Dahuk
Haliqye,Sinjar,Ninewa,36.43434485,41.58685841,0.208,25.7,40,42,3-Aug-16,Dahuk
Ashti & Heriko,Sinjar,Ninewa,36.451784,41.71119736,0.468,0.339,23.6,143,3-Aug-16,Dahuk
Bir Adam,Sinjar,Ninewa,36.55636975,41.76570713,0.462,0.184,29.3,4,3-Aug-16,Dahuk
Bakera ,Sinjar,Ninewa,36.41675411,41.91328288,0.16,23.6,10,68,3-Aug-16,Dahuk
Balistan,Sinjar,Ninewa,36.44293647,41.796168,0.096,18.1,25,6,3-Aug-16,Dahuk
Gormez,Sinjar,Ninewa,36.42055844,42.0707812,0.119,34.3,60,6,3-Aug-16,Dahuk
Darki Qawala,Sinjar,Ninewa,36.37538464,41.76630599,0.285,0,29.6,1,3-Aug-16,Dahuk
Tiraf,Sinjar,Ninewa,36.42316417,41.8657336,0.275,0.058,12,46,3-Aug-16,Dahuk
Gry Gawry,Sinjar,Ninewa,36.45852574,41.86291637,0.269,0.29,23.6,40,3-Aug-16,Dahuk
Ein Alhilwa,Telafar,Ninewa,36.59539635,42.61828182,0.263,0,10.6,110,3-Aug-16,Dahuk
Kahreez,Telafar,Ninewa,36.56387553,42.57253957,0.263,0,10.5,650,3-Aug-16,Dahuk
Qasabat Zummar,Telafar,Ninewa,36.65337274,42.5964763,0.119,34.3,60,950,3-Aug-16,Dahuk
Ain Hilwa Upper,Telafar,Ninewa,36.60537426,42.62355125,0.285,0,29.6,180,3-Aug-16,Dahuk
Ein Gahesheya Village,Telafar,Ninewa,36.60094639,42.64323532,0.275,0.058,12,100,3-Aug-16,Dahuk
Jussa,Telafar,Ninewa,36.59552802,42.68164289,0.269,0.29,23.6,280,3-Aug-16,Dahuk
Karash village 1,Telafar,Ninewa,36.546283,42.48688829,0.263,0,10.6,30,3-Aug-16,Dahuk
Karash village 2,Telafar,Ninewa,36.54602806,42.47734519,0.292,0,13.3,50,3-Aug-16,Dahuk
Karash village 3,Telafar,Ninewa,36.548579,42.46398,0.288,0,9.7,10,3-Aug-16,Dahuk
kirver village,Telafar,Ninewa,36.685933,42.598468,0.285,0,29.6,700,3-Aug-16,Dahuk
Al Mafri,Telafar,Ninewa,36.60934422,42.56869471,0.275,0.058,12,372,3-Aug-16,Dahuk
Qasr Sarij,Telafar,Ninewa,36.55342282,42.51201842,0.586,0.153,34.3,845,3-Aug-16,Dahuk
Sahel Hamad Village,Telafar,Ninewa,36.57845793,42.64486974,0.585,0,22.2,42,3-Aug-16,Dahuk
Qaryat Tal Maraq Al Sufla,Telafar,Ninewa,36.59377779,42.52574229,0.581,0.271,34.3,200,3-Aug-16,Dahuk
Qaryat Tal Maraq Ulya,Telafar,Ninewa,36.60933279,42.53709124,0.575,0.238,28.2,150,3-Aug-16,Dahuk
Tal Mus,Telafar,Ninewa,36.63147027,42.5982161,0.571,0.29,23.6,603,3-Aug-16,Dahuk
Wadi shour,Telafar,Ninewa,36.57673918,42.60525972,0.564,0.298,29.9,25,3-Aug-16,Dahuk
Domez complex,Telafar,Ninewa,36.70944532,42.61870804,0.561,0,29.3,280,3-Aug-16,Dahuk
Sahilah Village,Telafar,Ninewa,37.0132505,42.34194814,0.557,0.167,34.5,200,3-Aug-16,Dahuk
Omar khaild Village,Telafar,Ninewa,36.93171304,42.36031831,0.552,0.186,16.4,100,3-Aug-16,Dahuk
Jukhri Village,Telafar,Ninewa,36.97579162,42.34656093,0.552,0.489,27.3,60,3-Aug-16,Dahuk
Ain aawes,Telafar,Ninewa,36.84450574,42.38248555,0.55,0.241,34.5,124,3-Aug-16,Dahuk
Hamd Agha Village,Telafar,Ninewa,36.81731267,42.41749355,0.547,0.218,26.4,200,3-Aug-16,Dahuk
Bardiah complex,Telafar,Ninewa,36.79922283,42.47037459,0.538,0.146,22.2,490,3-Aug-16,Dahuk
Hokna,Telafar,Ninewa,36.56320404,42.55695594,0.533,0,13.6,138,3-Aug-16,Dahuk
Fakerok,Telafar,Ninewa,36.58480227,42.48517856,0.532,0,21.6,110,3-Aug-16,Dahuk
Manara,Tilkaif,Ninewa,36.61512855,42.98922177,0.531,0.451,29.3,266,3-Aug-16,Dahuk
Tal Adas,Tilkaif,Ninewa,36.61065095,42.98327307,0.525,0.045,24,287,3-Aug-16,Dahuk
Al Kasaba Al Qadema,Tilkaif,Ninewa,36.52907384,42.75431643,0.524,0.16,18.1,480,3-Aug-16,Dahuk
Hay Al Askari,Tilkaif,Ninewa,36.53285685,42.76196589,0.519,0,37.8,350,3-Aug-16,Dahuk
Hay Al Hussien,Tilkaif,Ninewa,36.53707289,42.75862601,0.518,0,23.5,350,3-Aug-16,Dahuk
Hay Al Salam,Tilkaif,Ninewa,36.52586074,42.75469097,0.511,0.203,26.4,310,3-Aug-16,Dahuk
Hay Al Zuhoor,Tilkaif,Ninewa,36.52935139,42.7575766,0.508,0.218,26.4,300,3-Aug-16,Dahuk
Babnet Village ,Tilkaif,Ninewa,36.59666961,42.87834996,0.508,0,29.6,56,3-Aug-16,Dahuk
Mosul Dam,Tilkaif,Ninewa,36.61367927,42.83751309,0.508,0.146,22.2,200,3-Aug-16,Dahuk
Albu Tuama Village,Baiji,Salah al-Din,34.8201873,43.5295816,0.493,0.105,13.3,3,3-Aug-16,Dahuk
Qadisya 2 500 Area,Tikrit,Salah al-Din,34.65833909,43.65228759,0.492,0,29.1,100,3-Aug-16,Dahuk
Al-Mutaradah 204,Tikrit,Salah al-Din,34.62745128,43.66986475,0.49,0.301,34.3,2,3-Aug-16,Dahuk
Al Mahzam village,Tikrit,Salah al-Din,34.72576421,43.63827766,0.483,0.146,22.2,2,3-Aug-16,Dahuk
Al Zallayah village,Tikrit,Salah al-Din,34.45798508,43.72672328,0.483,0.192,25.7,2,3-Aug-16,Dahuk
Hay Al Anwaa Mahala 420,Tikrit,Salah al-Din,34.573702,43.6828547,0.478,0,23.5,25,3-Aug-16,Dahuk
Hay Aljamiyaa,Tikrit,Salah al-Din,34.595911,43.67360203,0.477,0.068,29.9,7,3-Aug-16,Dahuk
Hay AL Suqour,Tikrit,Salah al-Din,34.70311367,43.6120917,0.477,0.271,34.3,5,3-Aug-16,Dahuk
Hay Salma Altaghlubia,Tikrit,Salah al-Din,34.61217676,43.68086113,0.474,0.203,26.4,6,3-Aug-16,Dahuk
Qadisya 1 Mahala 214,Tikrit,Salah al-Din,34.62769975,43.66993265,0.47,0.216,29.2,22,3-Aug-16,Dahuk
Qadisya 2 Mahala 216,Tikrit,Salah al-Din,34.6490752,43.65431644,0.468,0.339,23.6,100,3-Aug-16,Dahuk
Al Rmelat Village,Al-Khalis,Diyala,34.07924516,44.86357098,0.462,0.184,29.3,32,3-Aug-16,Diyala
Al-Arabdah Village,Al-Khalis,Diyala,34.08057011,44.91989902,0.461,0,29.6,230,3-Aug-16,Diyala
Ali Abdulla village,Al-Khalis,Diyala,34.12538413,44.84383408,0.448,0,23.5,10,3-Aug-16,Diyala
Al-Makareen Village,Al-Khalis,Diyala,34.086577,44.929877,0.442,0.134,25.5,234,3-Aug-16,Diyala
Al-Mashroo Village,Al-Khalis,Diyala,34.0674633,44.77901428,0.441,0,10.5,72,3-Aug-16,Diyala
Al-Sadah Village,Al-Khalis,Diyala,34.08593048,44.72657487,0.435,0.203,26.4,230,3-Aug-16,Diyala
Arab Hamdan Village,Al-Khalis,Diyala,34.13339837,44.86015115,0.435,0.047,32,95,3-Aug-16,Diyala
Dawod Al-Salom village,Al-Khalis,Diyala,34.12569087,44.84357874,0.422,0,29.9,154,3-Aug-16,Diyala
Al Askary Qtr,Al-Khalis,Diyala,34.06720728,44.86172578,0.422,0.233,37.8,235,3-Aug-16,Diyala
Al Aqssa Village,Al-Khalis,Diyala,34.06579285,44.87062591,0.413,0,13.6,125,3-Aug-16,Diyala
Bizayiz Sherwin Village,Al-Khalis,Diyala,34.040578,44.881273,0.396,0.058,12,104,3-Aug-16,Diyala
Al Dwaleeb Village,Al-Khalis,Diyala,34.073537,44.90583,0.393,0,24,200,3-Aug-16,Diyala
Al Marfoo Village,Al-Khalis,Diyala,34.05019937,44.78315739,0.392,0.107,34.3,75,3-Aug-16,Diyala
Alwan Al Hadid Village,Al-Khalis,Diyala,34.02365221,44.86547926,0.387,0,29.1,82,3-Aug-16,Diyala
Arab Hafeedh Village,Al-Khalis,Diyala,34.12586517,44.86960662,0.381,0,41.9,135,3-Aug-16,Diyala
Al Bayat Village,Al-Khalis,Diyala,34.09172564,44.93657436,0.371,0.053,18.1,32,3-Aug-16,Diyala
Bazaiz Al Mashroo Village,Al-Khalis,Diyala,34.07514466,44.77862854,0.37,0,22.6,57,3-Aug-16,Diyala
Dwaleeb Al Imam Village,Al-Khalis,Diyala,34.06872629,44.89544707,0.369,0,9.7,200,3-Aug-16,Diyala
Habib Al Abdulla Village,Al-Khalis,Diyala,34.05390233,44.8922767,0.367,0,29.1,234,3-Aug-16,Diyala
Habib Al Khaizaran Village,Al-Khalis,Diyala,34.121222,44.82899997,0.364,0,29.1,200,3-Aug-16,Diyala
Al Mansouriyah-Hamada Village,Al-Khalis,Diyala,34.03136641,44.87252433,0.355,0.088,22.6,78,3-Aug-16,Diyala
Hamza Al Najim Village,Al-Khalis,Diyala,34.03901602,44.88358593,0.35,0.218,26.4,86,3-Aug-16,Diyala
Dalli Abass-Al-Dhobat Qtr,Al-Khalis,Diyala,34.07316955,44.85587074,0.347,0,10.5,161,3-Aug-16,Diyala
Dalli Abass-Al Mualimen Qtr,Al-Khalis,Diyala,34.07036711,44.87058006,0.342,0.119,34.3,210,3-Aug-16,Diyala
Dali Abbas-Al Qadim Qtr,Al-Khalis,Diyala,34.073397,44.8639966,0.338,0,10.5,333,3-Aug-16,Diyala
Dalli Abass-Al Rasheed Qtr,Al-Khalis,Diyala,34.06989152,44.86440017,0.33,0,29.1,390,3-Aug-16,Diyala
Dalli Abass-Al-Shuhada Qtr,Al-Khalis,Diyala,34.06771587,44.86560113,0.323,0,9.7,244,3-Aug-16,Diyala
Dalli Abass-Kurd Ali,Al-Khalis,Diyala,34.06963956,44.85989045,0.322,0.208,25.7,139,3-Aug-16,Diyala
Mohammed Ali Village,Al-Khalis,Diyala,34.04549809,44.88205377,0.308,0,13.6,130,3-Aug-16,Diyala
Mohammed Taha Village,Al-Khalis,Diyala,34.03490537,44.87478459,0.301,0,10.6,126,3-Aug-16,Diyala
Najim Al Abdulla Village,Al-Khalis,Diyala,34.03934238,44.87989001,0.292,0,13.3,182,3-Aug-16,Diyala
Al Mansouriyah-Sherween,Al-Khalis,Diyala,34.05455472,44.89528067,0.288,0,9.7,15,3-Aug-16,Diyala
Somair village,Al-Khalis,Diyala,34.05691902,44.88446184,0.285,0,29.6,83,3-Aug-16,Diyala
Um Al Karami village,Al-Khalis,Diyala,34.21175548,44.48603335,0.275,0.058,12,40,3-Aug-16,Diyala
Mansouriyat Al Gabal,Al-Khalis,Diyala,34.08092227,44.95318428,0.269,0.29,23.6,665,3-Aug-16,Diyala
Al Idhem Center,Al-Khalis,Diyala,34.27432448,44.53823647,0.263,0,10.6,475,3-Aug-16,Diyala
Arab yosef Village,Al-Khalis,Diyala,34.27039377,44.53371656,0.263,0,10.5,17,3-Aug-16,Diyala
Shbeech Village,Al-Khalis,Diyala,34.37458731,44.58698305,0.254,0.048,23.6,75,3-Aug-16,Diyala
Al Taleaa Al Thanya Village,Al-Khalis,Diyala,34.25345154,44.52593083,0.25,0.233,37.8,85,3-Aug-16,Diyala
Al Taleaa Al Olaa Village(Albo Rai),Al-Khalis,Diyala,34.25685398,44.52621458,0.247,0.345,27.3,63,3-Aug-16,Diyala
Albo Sarah Village,Al-Khalis,Diyala,34.24224496,44.190843,0.242,0.151,12.1,38,3-Aug-16,Diyala
Arab Shendi Village,Al-Khalis,Diyala,34.30921912,44.56192571,0.242,0.053,18.1,17,3-Aug-16,Diyala
Albo Nagem Village,Al-Khalis,Diyala,34.36430714,44.56004811,0.226,0,12,22,3-Aug-16,Diyala
Al Wehdaa Village(Albo Maree),Al-Khalis,Diyala,34.35875971,44.55373358,0.216,0,10.6,70,3-Aug-16,Diyala
Albo Sabee Village,Al-Khalis,Diyala,34.28854046,44.53718743,0.205,0,9.7,31,3-Aug-16,Diyala
Al Hamel Vellage,Al-Khalis,Diyala,34.27847755,44.56299648,0.194,0,30,75,3-Aug-16,Diyala
Shneef Village,Al-Khalis,Diyala,34.048257,44.54204727,0.19,0.203,26.4,43,3-Aug-16,Diyala
Al Shalahmaa Village,Al-Khalis,Diyala,34.28089312,44.532463,0.188,0.282,12.1,15,3-Aug-16,Diyala
Al Salaam Village,Al-Khalis,Diyala,34.26890768,44.5373976,0.187,0,18.1,8,3-Aug-16,Diyala
Al Wadahat Village,Al-Khalis,Diyala,34.26847133,44.53875134,0.176,0.073,25.5,20,3-Aug-16,Diyala
Abo Dihin,Al-Muqdadiya,Diyala,34.03039292,44.94436333,0.175,0.048,23.6,95,3-Aug-16,Diyala
Abu musa village,Al-Muqdadiya,Diyala,34.00539076,44.8768824,0.174,0.282,12.1,205,3-Aug-16,Diyala
Al Aali Village,Al-Muqdadiya,Diyala,34.03027868,44.94421671,0.161,0,10.6,159,3-Aug-16,Diyala
Al-Arda village,Al-Muqdadiya,Diyala,34.03041253,44.94447816,0.154,0,29.3,123,3-Aug-16,Diyala
Al Derwish Village,Al-Muqdadiya,Diyala,34.01548358,44.90919527,0.138,0,12,28,3-Aug-16,Diyala
A Hammadi Village,Al-Muqdadiya,Diyala,34.03099698,44.94547825,0.129,0,13.3,169,3-Aug-16,Diyala
